Salesman Code,Merge,Salesman BI,Product Group,April,May,June,July,August,September,October,November,December,January,February,March
5490000713,5490000709FP,5490000709,FP,,,,,,,,,,,,177.84
5490000713,5490000709AJA,5490000709,AJA,,,,,34.99999999776,,,59.999999997887997,-26.000000000010001,3.99999999998,,
5490000709,5490000709AMV,5490000709,AMV,,,,,,,,,26.999999999568004,38.999999999376001,,
5490000708,5490000708AJ,5490000708,AJ,12639.2,12276.4,26528,30329,64919.4,64879.8,42660,2799.2,,,,
5490000708,5490000708AJP,5490000708,AJP,2197.4399999999996,1854.4799999999998,4094.8199999999997,4739.9399999999996,8716.14,15741.659999999998,18465.599999999999,11815.62,,14592.3,28145.160000000003,2520.66
5490000708,5490000708RD,5490000708,RD,860.88,2795.2000000000003,19224.34,15687.56,12198.700000000003,31709.400000000009,20373,2936.1,42.000000000000007,112.00000000000001,50.400000000000006,33.6
5490000708,5490000708YY,5490000708,YY,7459.9999998955054,8078.9999998825679,15384.999999734246,11571.474999885941,18169.999999823573,15533.999999748034,12199.999999742633,854.99999998965632,,,,
5490000708,5490000708RM,5490000708,RM,935.6,999.3,1864.4999999999995,1265.8600000000004,1080.5,2289.9999999999995,1596.7,1629.1,1606.7,1572.8,2473.1999999999998,996.7
5490000708,5490000708TKM,5490000708,TKM,631.19999999999993,1681.1999999999998,1963.1999999999996,1153.6000000000001,2819.9999999999995,3747.6000000000004,1811.9999999999998,1773.6,,,,
5490000708,5490000708AMV,5490000708,AMV,194.99999998920001,169.99999999728001,615.99999998726423,948.70833331498579,265.99999999574402,1183.9999999746719,898.99999997851205,1315.9999999769759,1000.9999999835522,575.99999998939211,1405.9999999782481,1246.9999999767758
5490000708,5490000708ND,5490000708,ND,184.33999999999997,95.14,587.93999999999994,494.53999999999996,433.19999999999993,618.46,573.5,607.4,189,462.3,1066.3399999999999,322.10000000000002
5490000708,5490000708QM,5490000708,QM,,70,129,741,126,186,242,460,158,117,592,766
5490000708,5490000708RDC,5490000708,RDC,234.14400000000001,271.584,656.35199999999963,259.42399999999998,229.82399999999998,630.43199999999979,366.62399999999991,342.14399999999989,,78.335999999999999,,
5490000708,5490000708AJA,5490000708,AJA,38.999999999170001,88.99999999789199,189.99999999598796,143.99999999545801,23.999999999516,290.99999998933009,216.999999993362,150.999999995548,57.999999997663977,45.999999998619991,198.99999999315196,217.99999999008799
5490000708,5490000708LQSS,5490000708,LQSS,72,120,240,84,42,,,,,,,
5490000708,5490000708RKR,5490000708,RKR,116.4,125.4,280.79999999999995,-79.61,,,,,,,,
5490000708,5490000708LPD,5490000708,LPD,12,30,60,24,30,18,66,30,,30,30,
5490000708,5490000708HDSH,5490000708,HDSH,,24,60,20,24,,,,,,,
5490000708,5490000708SBU,5490000708,SBU,5.4,,27.000000000000004,27.000000000000004,10.8,,,,,,,
5490000708,5490000708STICK,5490000708,STICK,33.407999999999994,,,-0.38400000000000001,,,,,,,,
5490000708,5490000708SUP,5490000708,SUP,,,100,-524,,,,,,,,
5490000707,5490000707AJ,5490000707,AJ,79816,74460,50672,78400,101220,75600,94720,177704,69620,36240,49084,80908
5490000707,5490000707RD,5490000707,RD,39043,67894,37365,67821,70536,66623,73706,135846.6,74214,30012,48103,83016.400000000009
